date,mean_occupancy,pct_hours_empty,pct_hours_full,month
2026-05-23,0.3757932001498075,0.18478260869565216,0.07789855072463768,5
2026-05-24,0.37835141552969737,0.20398550724637682,0.09565217391304348,5
2026-05-25,0.36749279048275957,0.19492753623188405,0.059782608695652176,5
2026-05-26,0.3702591582829883,0.21123188405797103,0.057608695652173914,5
2026-05-27,0.3669637180025849,0.21702898550724636,0.06666666666666667,5
2026-05-28,0.3544660845322431,0.2177536231884058,0.05615942028985507,5
2026-05-29,0.3600307995074826,0.21304347826086956,0.057971014492753624,5
2026-05-30,0.3775348630299401,0.23333333333333334,0.12934782608695652,5
2026-05-31,0.37406391467670275,0.2710144927536232,0.15181159420289855,5
2026-06-01,0.3804579220541743,0.2677536231884058,0.11739130434782609,6
2026-06-02,0.36292303047950275,0.2619565217391304,0.07681159420289856,6
2026-06-03,0.36067483847858745,0.24166666666666667,0.04891304347826087,6
2026-06-04,0.370187569949727,0.27568134171907754,0.06708595387840671,6
2026-06-05,0.3667310369191853,0.21148255813953487,0.06322674418604651,6
2026-06-06,0.3806533122568517,0.1782608695652174,0.0644927536231884,6
2026-06-07,0.37992332318847893,0.16920289855072465,0.08152173913043478,6
2026-06-08,0.35775247891849904,0.20797101449275363,0.057608695652173914,6
2026-06-09,0.35740583239358986,0.25217391304347825,0.06485507246376812,6
2026-06-10,0.3640802939684181,0.2467391304347826,0.06521739130434782,6
2026-06-11,0.36397472573633266,0.22282608695652173,0.057971014492753624,6
2026-06-12,0.36126025552556956,0.2141304347826087,0.05036231884057971,6
2026-06-13,0.37403989451209013,0.17065217391304346,0.08152173913043478,6
2026-06-14,0.37809034505186434,0.19927536231884058,0.09420289855072464,6
2026-06-15,0.36516350991424334,0.20507246376811594,0.06195652173913044,6
2026-06-16,0.3563060515520547,0.22796795338674436,0.06846321922796796,6
2026-06-17,0.36120325477230386,0.2459795321637427,0.0807748538011696,6
2026-06-18,0.3619489664991833,0.22587719298245615,0.07309941520467836,6
2026-06-19,0.3715487215364572,0.19736842105263158,0.059576023391812866,6
2026-06-20,0.3915155480156362,0.22778793418647167,0.11042047531992688,6
2026-06-21,0.38887642174916903,0.23355263157894737,0.12719298245614036,6
2026-06-22,0.3765896567057872,0.19042397660818713,0.0804093567251462,6
2026-06-23,0.36719971609156904,0.21052631578947367,0.07054093567251463,6
2026-06-24,0.3663750886949465,0.21966374269005848,0.0625,6
2026-06-25,0.3594639390305113,0.2013888888888889,0.046052631578947366,6
2026-06-26,0.3655088416624445,0.17690058479532164,0.055190058479532164,6
2026-06-27,0.38405676601619254,0.1922514619883041,0.07419590643274854,6
2026-06-28,0.38226301081835173,0.19334795321637427,0.08442982456140351,6
2026-06-29,0.3626563562476059,0.1850091407678245,0.05813528336380256,6
2026-06-30,0.358748424041183,0.22295321637426901,0.06798245614035088,6
