station_id,day_of_week,hour,actual_bikes
78,5,11,6.736721611721611
78,5,12,6.240842490842491
78,5,13,6.520879120879121
78,5,14,6.742826617826618
78,5,15,6.851190476190476
78,5,16,6.776098901098901
78,5,17,7.02014652014652
78,5,18,7.486568986568987
78,5,19,7.5792124542124535
78,5,20,7.570970695970696
78,5,21,7.7655677655677655
78,5,22,7.827838827838828
78,5,23,8.76007326007326
78,6,0,9.076923076923077
78,6,1,9.076923076923077
78,6,2,9.076923076923077
78,6,3,9.076923076923077
78,6,4,9.102564102564102
78,6,5,8.8992673992674
78,6,6,8.45970695970696
78,6,7,7.384615384615385
78,6,8,7.084249084249084
78,6,9,6.609126984126984
78,6,10,5.110347985347985
78,6,11,4.487637362637363
78,6,12,4.094505494505494
78,6,13,3.651098901098901
78,6,14,3.3704212454212454
78,6,15,3.5645604395604398
78,6,16,3.7696886446886446
78,6,17,3.286324786324786
78,6,18,3.2284798534798536
78,6,19,3.541666666666667
78,6,20,3.934065934065934
78,6,21,4.423076923076923
78,6,22,5.1996336996337
78,6,23,5.7037545787545785
79,0,0,0.9230769230769231
79,0,1,0.9230769230769231
79,0,2,0.9230769230769231
79,0,3,0.9230769230769231
79,0,4,0.9230769230769231
79,0,5,1.5343406593406594
79,0,6,3.331043956043956
79,0,7,6.045720945720945
79,0,8,3.8249389499389497
79,0,9,3.246642246642246
79,0,10,3.1172161172161172
79,0,11,2.7545787545787546
79,0,12,2.3411172161172162
79,0,13,1.7527472527472527
79,0,14,1.2906593406593407
79,0,15,0.945054945054945
79,0,16,0.63003663003663
79,0,17,0.6712454212454213
79,0,18,0.927960927960928
79,0,19,0.9175824175824177
79,0,20,0.9615384615384616
79,0,21,1.0769230769230769
79,0,22,1.0769230769230769
79,0,23,1.0769230769230769
79,1,0,1.0769230769230769
79,1,1,1.0769230769230769
79,1,2,1.0769230769230769
79,1,3,1.0769230769230769
79,1,4,1.1904761904761905
